"number","title","body","createdAt","updatedAt","Duration time (Days)","Completion time (Days)","pipelineIssue.pipeline.name","labels.nodes","zenhubLabels.nodes","repository.name","parentZenhubEpics.nodes","assignees.nodes","zenhubAssignees.nodes","comments.nodes","Days from Creation"
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/2470","IM-查看大图-底部缩略图非当前状态图片增加遮罩蒙版","<img width=""1616"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeFhsQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--04c7c49216fdac565f3207e13e20a3421ca7b186/image.png"" alt=""image.png"" />
底部缩略图其他未选中状态图片，增加一个不透明度的蒙版遮罩
（background: linear-gradient(0deg, rgba(0, 0, 0, 0.50) 0%, rgba(0, 0, 0, 0.50) 100%), url(<path-to-image>), lightgray 50% / cover no-repeat;

效果图链接：
https://www.figma.com/file/HVrgYaL5vulcunQJ12FG5M/Final-Page?type=design&node-id=30%3A51503&mode=dev","2024-01-22 16:41:53","2024-01-22 16:41:53",182,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'major'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Zhang Jett'}, {'name': 'dustin'}, {'name': 'kaiyue kaiyue'}","[]",181.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/2471","多张图片,排序有误！","预期是2+3*6，不是1+3*6+1
https://app.myshell.ai/share/euy6ba
<img width=""350"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMnpsQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bed6a1ddf5bd4d1f4d5dac9e503aefaea66e432d/image.png"" alt=""image.png"" />
","2024-01-22 17:36:25","2024-01-22 17:36:25",182,"","New Issues","[]","{'name': 'bug'}, {'name': 'website'}, {'name': 'prod issue'}, {'name': 'major'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Zhang Jett'}, {'name': 'Lisun0819'}","[]",181.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/2554","奖励中心,积分兑换shell coin后积分没有及时刷新！需要刷新页面！","测试步骤
当只有4点积分时
直接兑换所有积分
即可复现
<img width=""1292"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBL1AvQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--39cec0b0950bd91032588b7f977eeb69985d3c35/image.png"" alt=""image.png"" />
","2024-01-26 11:15:55","2024-01-26 11:19:22",178,"","New Issues","[]","{'name': 'bug'}, {'name': 'website'}, {'name': 'prod issue'}, {'name': 'critical'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Lisun0819'}, {'name': 'maoshuyu666'}","[]",178.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/1930","探索页-当app(客户端)语言与web端不一致时,会导致服务端返回的语言与前端语言不一致！","测试步骤
web端使用英文
客户端使用中文
web端刷新页面
<img width=""1502"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMitCQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--372e1c888e009166fb2189ceca926dfb88753d6e/image.png"" alt=""image.png"" />
","2023-12-22 16:30:00","2023-12-22 16:52:38",213,"","New Issues","[]","{'name': 'bug'}, {'name': 'server'}, {'name': 'website'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'vinstic'}, {'name': 'Zhang Jett'}","[]",212.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/2229","用户反馈-知识库过大,导入失败,一直展示导入中！","<img width=""720"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMityQWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--791a7122bf1b037f6aca1795d64d7282f5a7fef5/image.png"" alt=""image.png"" />
","2024-01-09 12:09:48","2024-01-09 12:09:48",195,"","New Issues","[]","{'name': 'bug'}, {'name': 'server'}, {'name': 'major'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Chen Boyn'}, {'name': 'Lisun0819'}","[]",195.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/2271","移动端（H5&App）-奖励兑换页样式优化","具体优化内容为：

https://www.figma.com/file/HVrgYaL5vulcunQJ12FG5M/Final-Page?type=design&node-id=3885%3A280136&mode=design&t=K0YWEgiBkMw4jqrp-1","2024-01-10 16:30:34","2024-01-10 16:30:34",194,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'website'}, {'name': 'major'}","Engineers","[{'title': '移动端(ios/安卓)-问题反馈/体验优化'}, {'title': '主站-问题反馈/优化'}]","[]","{'name': 'jameswangxiaoyi'}, {'name': 'kaiyue kaiyue'}, {'name': 'maoshuyu666'}","[]",193.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/2286","Web端奖励中心-顶部banner渐变遮罩调整","任务列表及奖励兑换页面顶部banner渐变遮罩调整

当前实现：
<img width=""2000"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMEc0QWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--1b72a49028d44ea7b20381e3a3d21169a2592fc4/image.png"" alt=""image.png"" />


预期效果：
<img width=""1584"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMEM0QWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ca941f38a87598bbed51a0ce52bfa85165ff97ac/image.png"" alt=""image.png"" />


链接：
https://www.figma.com/file/HVrgYaL5vulcunQJ12FG5M/Final-Page?type=design&node-id=3926%3A315323&mode=design&t=eV41qB21YeqAgsre-1","2024-01-11 11:56:58","2024-01-11 11:56:58",193,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'website'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'dustin'}, {'name': 'kaiyue kaiyue'}, {'name': 'maoshuyu666'}","[]",193.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/2302","工坊页面大屏适配及loading优化","工坊页面的大屏适配以及页面切换loading动画方案如下：

https://www.figma.com/file/Qz5L9ZGSQpfVz2IiHp5xfj/Dine?type=design&node-id=13805%3A58614&mode=design&t=UX7ChkJZb1NwInp9-1","2024-01-11 17:36:23","2024-01-11 17:36:23",193,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'website'}, {'name': 'major'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Zhang Jett'}, {'name': 'dustin'}","[{'body': '聊天页面的大屏适配方案也请同步至chat页面'}]",192.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/2359","创作者详情页 每次打开bot顺序不一致！","预期：固定顺序
<img width=""886"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMjhvQkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d97bee0c634e672de0537e79c8e864a7bc47137b/image.png"" alt=""image.png"" />
","2024-01-15 16:44:18","2024-04-02 17:05:53",189,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'server'}, {'name': 'critical'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Tyler-Myshell'}","[]",188.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/2511","Bot聊天列表-发送文件增加描述显示","发送文件/接受文件/上传文件时，列表增加状态显示。具体需求请看效果图：
<img width=""1238"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOXZ5QWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bc9afd52711e7ed94b0ad18ed3311f86f641218a/image.png"" alt=""image.png"" />



https://www.figma.com/file/6bkMMcxTUOv1LeDndV3yKQ/%F0%9F%92%AC-Chat-Flow?type=design&node-id=0%3A1&mode=design&t=uuqkplFtNgf8cMTV-1","2024-01-24 12:09:27","2024-01-24 12:09:58",180,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'minor'}","Engineers","[{'title': '移动端(ios/安卓)-问题反馈/体验优化'}, {'title': '主站-问题反馈/优化'}]","[]","{'name': 'Zhang Jett'}, {'name': 'dustin'}, {'name': 'jameswangxiaoyi'}","[]",180.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/2515","Markdown 图片格式调整","消息气泡及查看大图页面统一为IM样式，（web端需增加查看大图功能）

消息气泡内图片增加圆角以及调整上下间距

当前实现效果：<img width=""369"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBL256QWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--145b4fb8b0e549f59fc8226b9a5a1d9354b6cf11/image.png"" alt=""image.png"" />
<img width=""369"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBL3Z6QWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--1eb53cadd423904970af6e1bed4bbc7aafbe9357/image.png"" alt=""image.png"" />


效果图链接：https://www.figma.com/file/6bkMMcxTUOv1LeDndV3yKQ/%F0%9F%92%AC-Chat-Flow?type=design&node-id=11309%3A186900&mode=design&t=vUYwRUEq9ANt6anY-1","2024-01-24 17:30:42","2024-01-25 11:50:36",180,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'critical'}","Engineers","[{'title': '移动端(ios/安卓)-问题反馈/体验优化'}, {'title': '主站-问题反馈/优化'}]","[]","{'name': 'Zhang Jett'}, {'name': 'jameswangxiaoyi'}","[]",179.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/2557","re机器人,由于没有更多按钮,导致无法从列表中移除！","<img width=""1578"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBendBQXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bc90b58880afa9e48bceb7b3ff1daa16c594f014/image.png"" alt=""image.png"" />
","2024-01-26 15:28:11","2024-01-26 15:28:11",178,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'bug'}, {'name': 'website'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Lisun0819'}, {'name': 'Fan Jack'}","[]",177.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/2654","bot排名顺序一致时 在筛选时会来回跳动未固定-优化","
[Private Zenhub Video](https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOGNvQXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b7168ddcb09dbe19671f2404ad030d371a069401/%E5%B1%8F%E5%B9%95%E5%85%B1%E4%BA%AB%20-%202024-02-05%20%E4%B8%8B%E5%8D%88%202_18_20.mp4)

","2024-02-05 14:20:08","2024-02-05 14:20:08",168,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'server'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Lisun0819'}, {'name': 'Tyler-Myshell'}, {'name': 'kaiyue kaiyue'}","[]",168.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/2732","分享聊天消息ui问题","<img width=""1869"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNjFFQXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--9d900f664d62e9db9bcdf370ddc659371351502e/image.png"" alt=""image.png"" />
","2024-02-09 13:23:30","2024-02-09 13:23:30",164,"","New Issues","[]","{'name': 'bug'}, {'name': 'website'}, {'name': 'major'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Zhang Jett'}, {'name': 'Lisun0819'}, {'name': 'kaiyue kaiyue'}","[]",164.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/2819","推荐位卡片增加背景模糊效果","效果图链接：https://www.figma.com/file/f6EL2footOJGCol2h2uwjL/Myshell-Poster?type=design&node-id=2277%3A21817&mode=design&t=RYpzQDbO3whLjNRT-1","2024-02-26 13:56:37","2024-02-26 13:56:37",147,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'major'}","Engineers","[{'title': '移动端(ios/安卓)-问题反馈/体验优化'}, {'title': '主站-问题反馈/优化'}]","[]","{'name': 'dustin'}, {'name': 'Zhang Ryla'}, {'name': 'jameswangxiaoyi'}","[]",147.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/2861","用户bot上传图片内容为空时,展示错误！-前端需要添加校验！","格式正确 内容错误 为0kb！
<img width=""1778"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNmlvQXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--eb4887e14fd2288c983987daf357411a0a458d09/image.png"" alt=""image.png"" />
","2024-03-04 14:24:52","2024-03-08 16:02:05",140,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'website'}, {'name': 'prod issue'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Lisun0819'}, {'name': 'Zhang Ryla'}","[{'body': '<img width=""514"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNjJvQXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d9702792d267add399bb4d49e5b10d678aee2355/image.png"" alt=""image.png"" />\n'}]",140.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/2900","克隆语言过程中,当语言克隆成功,可以保存时,重新触发clone后,点击save,消息会一直处于loading！","<img width=""1452"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBelM5QXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--6d5fd9cd506f028903490835e6ba2374ba3502f5/image.png"" alt=""image.png"" />
","2024-03-07 11:36:09","2024-03-07 11:36:09",137,"","New Issues","[]","{'name': 'bug'}, {'name': 'server'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Chen Boyn'}, {'name': 'Lisun0819'}","[{'body': '<img width=""1266"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBenk5QXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--74aa355646f5c0b91941e7c07f50c98e42f23fa4/image.png"" alt=""image.png"" />\n'}]",137.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/2906","创建bot-输入知识库地址后 提示点击确定后 保存成功 但是输入的知识库地址被冲毁！","","2024-03-07 15:14:53","2024-03-07 15:14:53",137,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'website'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Fan Jack'}","[]",137.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/2910","图片没有做压缩处理！","<img width=""772"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNm0rQXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c3c20ae191644b373d706fc29be4c201f6b64328/image.png"" alt=""image.png"" />
","2024-03-07 18:47:55","2024-03-07 18:47:55",137,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'server'}, {'name': 'prod issue'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Sunny'}","[]",136.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/2976","bot下架后 由于7日数据不是实时更新  导致的排行榜部分数据展示有误！-优化","因为下架不能删历史数据，否则趋势曲线又没了
<img width=""719"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeGZXQXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e44ee1d0ef42f7c9c53d9e6600f908f9009ea860/image.png"" alt=""image.png"" />
","2024-03-13 09:53:45","2024-03-13 09:55:53",131,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'server'}, {'name': 'prod issue'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'vinstic'}","[]",131.0
